title,score,budget,revenue,profit,main_genre,language,is_english,country,cluster
The Lake,65.0,89000000.0,356423971.8,267423971.8,Horror,Other,0,US,1
The Mystery of Lop Nur,23.0,12001040.0,38139010.0,26137970.0,Action,Chinese,0,CN,0
Fathers and Daughters,72.0,2240000.0,74063742.6,71823742.6,Drama,English,1,US,3
Paranormal Activity: The Ghost Dimension,53.0,10000000.0,77959374.0,67959374.0,Horror,English,1,AU,1
Notorious,69.0,19000000.0,44972183.0,25972183.0,Music,English,1,AU,3
Notorious,69.0,2000000.0,24493053.0,22493053.0,Music,English,1,AU,3
Scent of a Woman,78.0,31000000.0,134095253.0,103095253.0,Drama,English,1,AU,3
Recalled,68.0,118371600.0,402479703.6,284108103.6,Mystery,Korean,0,KR,1
Lethal Weapon 4,66.0,140000000.0,285400000.0,145400000.0,Action,English,1,AU,1
Suspiria,69.0,20000000.0,8075343.0,-11924657.0,Fantasy,English,1,AU,1
Gremlins 2: The New Batch,64.0,50000000.0,41476097.0,-8523903.0,Comedy,English,1,AU,1
The Escort,60.0,158000000.0,315279503.4,157279503.39999998,Drama,English,1,US,3
Homejack Triangle,65.0,38600000.0,542233172.2,503633172.20000005,Other,Japanese,0,JP,3
Independence Daysaster,46.0,1800000.0,0.0,-1800000.0,Action,English,1,US,1
Sailor Moon S the Movie: Hearts in Ice,78.0,38211149.2,9940717.0,-28270432.200000003,Animation,Japanese,0,AU,0
Debt Collectors,62.0,148000000.0,524031769.8,376031769.8,Action,English,1,US,1
On the Fringe,71.0,100000000.0,369861963.8,269861963.8,Drama,"Spanish, Castilian",0,Other,3
Fire Island,73.0,110800000.0,327683157.2,216883157.2,Comedy,English,1,AU,3
One Piece: Giant Mecha Soldier of Karakuri Castle,70.0,61900000.0,7232965.0,-54667035.0,Action,Japanese,0,JP,0
Fatal Attraction,68.0,14000000.0,320099997.0,306099997.0,Drama,English,1,AU,1
The One,61.0,49000000.0,72689126.0,23689126.0,Action,English,1,AU,1
Mr. Nice Guy,65.0,6000000.0,31716953.0,25716953.0,Crime,Cantonese,0,AU,1
Russia's Wild Tiger,48.0,104000000.0,937727043.8,833727043.8,Documentary,English,1,US,3
We Are Your Friends,67.0,2000000.0,10153415.0,8153415.0,Drama,English,1,AU,3
Resurrection,62.0,71000000.0,470964675.8,399964675.8,Thriller,English,1,US,1
The Karate Kid Part III,59.0,12500000.0,38956288.0,26456288.0,Action,English,1,AU,0
The Rental,56.0,5740000.0,4296804.0,-1443196.0,Horror,English,1,US,1
Cyrano,65.0,20000000.0,3000000.0,-17000000.0,Drama,English,1,AU,3
Police Academy 3: Back in Training,58.0,12000000.0,107600000.0,95600000.0,Comedy,English,1,AU,3
Lusty Discipline in Uniform,60.0,151000000.0,525405474.8,374405474.8,Drama,Japanese,0,JP,3
Beverly Hills Cop II,65.0,20000000.0,276665036.0,256665036.0,Action,English,1,AU,1
Arthur and the Revenge of Maltazard,57.0,87000000.0,53377565.6,-33622434.4,Adventure,French,0,AU,0
Beowulf,59.0,150000000.0,195080579.0,45080579.0,Adventure,English,1,AU,0
The Loft,64.0,14000000.0,10076790.0,-3923210.0,Thriller,English,1,US,1
High School Girl Story Indecent Fruit,68.0,81500000.0,563588855.0,482088855.0,Other,Japanese,0,JP,3
Monster-in-Law,62.0,45000000.0,155931301.0,110931301.0,Romance,English,1,AU,3
The Eight Hundred,70.0,80000000.0,460919368.0,380919368.0,War,Chinese,0,AU,2
Isle of Dogs,79.0,62770198.0,64337744.0,1567546.0,Adventure,English,1,AU,0
The Yin-Yang Master: Dream of Eternity,74.0,4465000.0,69000000.0,64535000.0,Action,Chinese,0,CN,1
Justice League: Crisis on Two Earths,73.0,76000000.0,488364590.2,412364590.2,Action,English,1,AU,0
Thelma & Louise,76.0,16000000.0,45361000.0,29361000.0,Drama,English,1,AU,1
Nice Sister-In-Law,52.0,2000.0,8000.0,6000.0,Romance,Korean,0,KR,3
Lake Placid,59.0,27000000.0,31770413.0,4770413.0,Horror,English,1,AU,1
The Haunting in Connecticut 2: Ghosts of Georgia,59.0,9000000.0,46207499.4,37207499.4,Horror,English,1,US,1
All Quiet on the Western Front,78.0,1448864.0,3270000.0,1821136.0,Drama,English,1,AU,2
After,60.0,14000000.0,57926850.0,43926850.0,Drama,French,0,Other,3
After,60.0,650000.0,0.0,-650000.0,Drama,French,0,Other,1
Antichrist,67.0,11000000.0,791867.0,-10208133.0,Drama,English,1,AU,1
Johnny,72.0,99000000.0,629935302.8,530935302.79999995,Drama,Other,0,Other,3
Frequency,72.0,31000000.0,68079671.0,37079671.0,Science Fiction,English,1,US,1
Batman vs Teenage Mutant Ninja Turtles,72.0,129000000.0,545992467.0,416992467.0,Animation,English,1,AU,0
The Amityville Horror,63.0,18500000.0,109175673.0,90675673.0,Horror,English,1,US,1
Justice League: The New Frontier,68.0,3500000.0,5231128.0,1731128.0,Action,English,1,US,0
Wild Tales,79.0,4000000.0,27007072.0,23007072.0,Drama,"Spanish, Castilian",0,AU,3
How to Lose a Guy in 10 Days,67.0,50000000.0,178503788.0,128503788.0,Comedy,English,1,AU,3
Phobias,51.0,144000000.0,424996766.4,280996766.4,Horror,English,1,US,1
Big Momma's House,58.0,33000000.0,173559438.0,140559438.0,Crime,English,1,AU,3
The Cobbler,58.0,176800000.0,744477889.0,567677889.0,Fantasy,English,1,US,3
Accepted,64.0,23000000.0,38505009.0,15505009.0,Comedy,English,1,AU,3
Planet 51,58.0,60000000.0,108996113.0,48996113.0,Animation,English,1,AU,0
Shark Night 3D,49.0,25000000.0,18877153.0,-6122847.0,Thriller,English,1,US,1
Zebra Lounge,39.0,102000000.0,813941432.2,711941432.2,Thriller,English,1,CA,1
Gangs of New York,73.0,97000000.0,183124621.0,86124621.0,Drama,English,1,AU,3
Demetrius and the Gladiators,68.0,4500000.0,224031828.4,219531828.4,Adventure,English,1,US,3
Louis Tomlinson: All of Those Voices,91.0,178800000.0,2081794005.6,1902994005.6,Documentary,English,1,GB,3
Starsky & Hutch,58.0,60000000.0,170200225.0,110200225.0,Comedy,English,1,AU,3
Fighting Spirit: Champion Road,67.0,111600000.0,758528172.4,646928172.4,Animation,Japanese,0,JP,0
Dreamcatcher,60.0,68000000.0,75685268.0,7685268.0,Horror,English,1,US,1
Hustlers,65.0,20700000.0,150467919.0,129767919.0,Drama,English,1,AU,3
Doraemon: Nobita and the New Steel Troops: Winged Angels,73.0,138400000.0,649122426.2,510722426.20000005,Animation,Japanese,0,JP,0
Raging Bull,80.0,18000000.0,23415259.0,5415259.0,Drama,English,1,AU,3
Star Trek IV: The Voyage Home,72.0,24000000.0,133000000.0,109000000.0,Science Fiction,English,1,AU,0
Benedetta,67.0,24350000.0,2652725.0,-21697275.0,Drama,French,0,AU,3
The X Files,68.0,66000000.0,189198313.0,123198313.0,Mystery,English,1,AU,1
The Pink Panther,58.0,80000000.0,158926474.0,78926474.0,Comedy,English,1,AU,0
Improper Conduct,30.0,15541000.0,38139010.0,22598010.0,Thriller,English,1,US,1
The Day,51.0,136800000.0,851439386.0,714639386.0,Action,English,1,US,1
Dredd,68.0,45000000.0,41467606.0,-3532394.0,Action,English,1,AU,1
"Love, Strange Love",58.0,117000000.0,693003184.8,576003184.8,Drama,Other,0,Other,3
The Little Mermaid Live!,71.0,48300000.0,354965688.6,306665688.6,Music,English,1,US,3
Rogue Agent,64.0,88600000.0,365470598.0,276870598.0,Thriller,English,1,AU,1
The Swan Princess,66.0,20000000.0,9771658.0,-10228342.0,Family,English,1,AU,0
Escape Room,49.0,9000000.0,155615727.0,146615727.0,Horror,English,1,Other,1
Ride Along 2,62.0,40000000.0,124827316.0,84827316.0,Action,English,1,AU,3
Ninja,60.0,10000000.0,194243.0,-9805757.0,Action,English,1,US,1
Mannequin,68.0,6000000.0,42721196.0,36721196.0,Fantasy,English,1,AU,3
Halloween II,66.0,2500000.0,25533818.0,23033818.0,Horror,English,1,AU,1
Eastern Promises,74.0,50000000.0,56077088.0,6077088.0,Thriller,English,1,AU,1
The Last of the Mohicans,74.0,40000000.0,75505856.0,35505856.0,Action,English,1,AU,2
Lost & Found,63.0,94000000.0,321279166.8,227279166.8,Thriller,"Spanish, Castilian",0,ES,1
Steins;Gate: The Movie - Load Region of Déjà Vu,76.0,23150365.4,4843719.0,-18306646.4,Science Fiction,Japanese,0,JP,3
Inazuma Eleven: The Movie,76.0,83800000.0,723604087.4,639804087.4,Fantasy,Japanese,0,JP,0
The Dark and the Wicked,62.0,5074618.2,289157.0,-4785461.2,Horror,English,1,US,1
The Night Eats the World,61.0,214800000.0,692152526.4,477352526.4,Drama,French,0,FR,1
Diary of a Wimpy Kid: Rodrick Rules,66.0,18000000.0,73695194.0,55695194.0,Family,English,1,AU,0
The Secret in Their Eyes,80.0,2000000.0,33965843.0,31965843.0,Crime,"Spanish, Castilian",0,AU,1
Superman/Batman: Public Enemies,70.0,96600000.0,408896200.6,312296200.6,Science Fiction,English,1,US,0
The Secret of the Magic Gourd,74.0,61460000.0,550973851.0,489513851.0,Drama,Chinese,0,US,0
Eragon,51.0,100000000.0,249488115.0,149488115.0,Fantasy,English,1,AU,0
Here Today,73.0,80600000.0,563161594.2,482561594.20000005,Comedy,English,1,US,3
Monster High: Fright On!,63.0,102200000.0,553259177.0,451059177.0,Family,English,1,US,0
The Ages of Lulu,63.0,87000000.0,416389640.0,329389640.0,Drama,"Spanish, Castilian",0,ES,3
Van Wilder: Freshman Year,54.0,6000000.0,20543.0,-5979457.0,Comedy,English,1,US,3
Licorice Pizza,70.0,40000000.0,32903549.0,-7096451.0,Drama,English,1,AU,3
Seven Pounds,76.0,54000000.0,166617328.0,112617328.0,Drama,English,1,AU,3
Vanilla Sky,68.0,70000000.0,202726605.0,132726605.0,Mystery,English,1,AU,1
Burn Out,68.0,105000000.0,205189611.0,100189611.0,Action,French,0,FR,1
Be My Master,69.0,111600000.0,831760336.2,720160336.2,Other,Japanese,0,JP,3
The American,59.0,20000000.0,67950723.0,47950723.0,Crime,English,1,AU,1
L.E.T.H.A.L. Ladies: Return to Savage Beach,63.0,95200000.0,405026088.6,309826088.6,Action,English,1,US,1
Wonder Woman: Bloodlines,70.0,97580000.0,653742013.4,556162013.4,Science Fiction,English,1,AU,0
Tremors 5: Bloodlines,55.0,182600000.0,391973824.0,209373824.0,Action,English,1,US,0
Superman/Batman: Apocalypse,72.0,3500000.0,169263708.8,165763708.8,Science Fiction,English,1,US,0
Papillon,73.0,13500000.0,53292989.0,39792989.0,Drama,English,1,US,3
Musume Bugyo On-na Ro Hisho,25.0,12001040.0,38139010.0,26137970.0,Other,Japanese,0,JP,3
Till We Meet Again,64.0,68936595.0,361781352.6,292844757.6,Fantasy,Chinese,0,Other,0
Bright,62.0,90000000.0,0.0,-90000000.0,Fantasy,English,1,US,1
Boss Level,69.0,45000000.0,2000000.0,-43000000.0,Action,English,1,AU,1
Dark City,73.0,27000000.0,27257061.0,257061.0,Mystery,English,1,AU,1
The System,82.0,147200000.0,781524699.8,634324699.8,Action,English,1,US,1
Pokémon the Movie: Diancie and the Cocoon of Destruction,66.0,24720400.0,245461189.2,220740789.2,Animation,Japanese,0,AU,0
The Call,76.0,12800000.0,69821476.0,57021476.0,Thriller,Korean,0,KR,1
Tin & Tina,60.0,87200000.0,938053207.2,850853207.2,Mystery,"Spanish, Castilian",0,ES,1
Bleach the Movie: Memories of Nobody,69.0,73220050.0,1238072.0,-71981978.0,Fantasy,Japanese,0,JP,0
Melancholie der Engel,41.0,101800000.0,858637629.0,756837629.0,Drama,German,0,DE,1
Horns,63.0,139000000.0,209282732.0,70282732.0,Drama,English,1,AU,1
Shame,70.0,6500000.0,20412841.0,13912841.0,Drama,English,1,AU,3
Doraemon: Nobita and the Galaxy Super-express,80.0,178000000.0,1153194949.4,975194949.4000001,Animation,Japanese,0,JP,0
Enemy,69.0,24953000.0,3396726.0,-21556274.0,Thriller,English,1,AU,1
Waiting...,63.0,1125000.0,18673274.0,17548274.0,Comedy,English,1,AU,3
Master and Man,43.0,86500000.0,171913639.0,85413639.0,Drama,Korean,0,KR,3
Cha Cha Real Smooth,72.0,111400000.0,541920183.6,430520183.6,Comedy,English,1,US,3
Mary Queen of Scots,66.0,25000000.0,48481754.0,23481754.0,Drama,English,1,AU,3
The Crazies,62.0,19000000.0,56445534.0,37445534.0,Mystery,English,1,AU,1
Dreamcatcher,56.0,68000000.0,75685268.0,7685268.0,Drama,English,1,AU,1
Captain Phillips,76.0,55000000.0,220648184.0,165648184.0,Action,English,1,AU,1
The Girl Next Door,50.0,25000000.0,31635150.0,6635150.0,Romance,Korean,0,KR,3
We Are the Nobles,79.0,2000000.0,26433651.0,24433651.0,Comedy,"Spanish, Castilian",0,MX,3
Nineteen: Shh! No Imagining!,50.0,184000000.0,759819734.6,575819734.6,Drama,Korean,0,KR,3
Samson and Delilah,63.0,110000000.0,380285773.6,270285773.6,Adventure,English,1,US,3
13 Sins,63.0,4000000.0,47552.0,-3952448.0,Horror,English,1,AU,1
Woochi: The Demon Slayer,66.0,12000000.0,263499349.0,251499349.0,Adventure,Korean,0,KR,0
Scooby-Doo! and the Cyber Chase,73.0,174000000.0,613598751.2,439598751.20000005,Animation,English,1,AU,0
Aquamarine,64.0,12000000.0,22978953.0,10978953.0,Fantasy,English,1,AU,0
What Women Want,64.0,65000000.0,374105123.0,309105123.0,Comedy,English,1,AU,3
Triangle,69.0,12000000.0,1594955.0,-10405045.0,Horror,English,1,AU,1
Kin,62.0,30000000.0,10383524.0,-19616476.0,Science Fiction,English,1,AU,1
Jack and the Cuckoo-Clock Heart,72.0,33746302.0,3445000.0,-30301302.0,Animation,French,0,FR,0
Happy Death Day 2U,63.0,9000000.0,64686515.0,55686515.0,Comedy,English,1,AU,1
Green Lantern: First Flight,69.0,3500000.0,266970289.8,263470289.8,Action,English,1,US,0
Boarding House: Hungry Wolves,10.0,201940000.0,38157314.0,-163782686.0,Romance,Korean,0,KR,3
The Villainess,68.0,125000.0,8737458.0,8612458.0,Action,Korean,0,AU,1
Smoking Causes Coughing,65.0,48600000.0,312174199.6,263574199.60000002,Comedy,French,0,FR,3
The Assignment,55.0,5000000.0,388789.0,-4611211.0,Action,English,1,CA,1
Paranormal Activity 4,54.0,5000000.0,142817992.0,137817992.0,Horror,English,1,AU,1
Jurassic World Camp Cretaceous: Hidden Adventure,58.0,88000000.0,447548637.2,359548637.2,Action,English,1,US,0
The Sound of Music,77.0,8200000.0,286213504.0,278013504.0,Drama,English,1,AU,3
Cowboy Bebop: The Movie,77.0,132000000.0,782538445.4,650538445.4,Action,Japanese,0,AU,0
A Forbidden God,68.0,128000000.0,606292496.0,478292496.0,Drama,"Spanish, Castilian",0,ES,2
"Definitely, Maybe",69.0,7000000.0,55617866.0,48617866.0,Comedy,English,1,US,3
Dante's Inferno: An Animated Epic,70.0,140500000.0,650589449.4,510089449.4,Action,English,1,US,0
Speed Racer,62.0,120000000.0,93394462.0,-26605538.0,Family,English,1,AU,0
Intrusion,60.0,82000000.0,618157116.2,536157116.20000005,Thriller,English,1,US,1
The Edge,68.0,60804639.8,43312294.0,-17492345.799999997,Action,English,1,US,3
Rio Bravo,79.0,29521149.2,5800000.0,-23721149.2,Western,English,1,US,3
Berserk: The Golden Age Arc II - The Battle for Doldrey,75.0,126000000.0,596470113.4,470470113.4,Action,Japanese,0,JP,0
Singin' in the Rain,82.0,2540000.0,7241009.0,4701009.0,Comedy,English,1,AU,3
Guinea Pig 2: Flower of Flesh and Blood,46.0,125000.0,2466552.8,2341552.8,Horror,Japanese,0,JP,1
The Deer Hunter,80.0,15000000.0,50065119.0,35065119.0,Drama,English,1,AU,2
Flower & Snake 3,59.0,119100000.0,298947444.2,179847444.2,Drama,Japanese,0,JP,3
Mandy,62.0,6000000.0,1474224.0,-4525776.0,Horror,English,1,AU,1
Have a Little Faith,65.0,11000000.0,276448971.6,265448971.60000002,Drama,English,1,US,3
Some Like It Rare,66.0,69600000.0,334330737.6,264730737.60000002,Comedy,French,0,FR,3
Billy Madison,62.0,10000000.0,26488734.0,16488734.0,Comedy,English,1,AU,3
Anacondas: Trail of Blood,48.0,117000000.0,524253075.6,407253075.6,Action,English,1,US,1
S.W.A.T.: Under Siege,58.0,144000000.0,446230447.4,302230447.4,Action,English,1,US,1
Chestnut: Hero of Central Park,71.0,6.0,10.0,4.0,Family,English,1,US,1
Malcolm X,75.0,35000000.0,48169910.0,13169910.0,Drama,English,1,AU,3
I Don't Like Younger Men 5,69.0,74000000.0,333098256.2,259098256.2,Romance,Korean,0,KR,3
On Her Majesty's Secret Service,66.0,8000000.0,82000000.0,74000000.0,Adventure,English,1,AU,1
Grave Encounters 2,55.0,49200000.0,427304425.6,378104425.6,Horror,English,1,US,1
Guns Akimbo,65.0,49000000.0,835102.0,-48164898.0,Comedy,English,1,AU,1
Species III,53.0,153400000.0,353130684.6,199730684.60000002,Science Fiction,English,1,AU,1
Billy Elliot,76.0,5000000.0,109252972.0,104252972.0,Drama,English,1,AU,3
Hellhole: Inmate 611,35.0,47270000.0,329856760.8,282586760.8,Drama,Japanese,0,JP,3
13 Minutes,62.0,11920689.0,67413.0,-11853276.0,Action,English,1,US,1
In Bruges,75.0,15000000.0,34527095.0,19527095.0,Comedy,English,1,AU,3
Desire,59.0,162100000.0,437846475.2,275746475.2,Romance,"Spanish, Castilian",0,Other,3
Reno 911!: It's a Wonderful Heist,62.0,137400000.0,340369772.0,202969772.0,Comedy,English,1,US,0
Dhamaka,71.0,118200000.0,462863837.6,344663837.6,Thriller,Other,0,Other,1
The Wonderful Winter of Mickey Mouse,56.0,66000000.0,350558214.6,284558214.6,Animation,English,1,US,0
Christopher Robin,73.0,75000000.0,197744377.0,122744377.0,Adventure,English,1,AU,0
Saturday Night Fever,67.0,3500000.0,237113184.0,233613184.0,Music,English,1,AU,3
Crazy Desire,68.0,74500000.0,351014753.8,276514753.8,Romance,Italian,0,IT,3
Cheaper by the Dozen,63.0,40000000.0,190212113.0,150212113.0,Comedy,English,1,AU,0
Chemical Hearts,74.0,85000000.0,645835675.2,560835675.2,Drama,English,1,US,3
Starship Troopers: Invasion,59.0,4473585.6,193425.0,-4280160.6,Animation,English,1,AU,1
Stepmom,72.0,50000000.0,159745279.0,109745279.0,Drama,English,1,US,3
Life,66.0,75000000.0,73521587.0,-1478413.0,Comedy,English,1,AU,3
Life,66.0,58000000.0,101815660.0,43815660.0,Comedy,English,1,AU,3
It Takes Two,65.0,39780000.0,19474589.0,-20305411.0,Comedy,English,1,US,3
Inheritance,63.0,94000000.0,321279166.8,227279166.8,Thriller,English,1,US,1
Porno,40.0,118800000.0,842846355.6,724046355.6,Documentary,"Spanish, Castilian",0,Other,3
New Nightmare,64.0,8000000.0,57000000.0,49000000.0,Horror,English,1,US,1
Possession,74.0,25000000.0,14805812.0,-10194188.0,Horror,French,0,AU,1
If I Stay,74.0,11000000.0,78356170.0,67356170.0,Drama,English,1,AU,3
Blue Valentine,69.0,1000000.0,16566240.0,15566240.0,Drama,English,1,AU,3
The Punisher,57.0,33000000.0,54533774.0,21533774.0,Action,English,1,US,1
The Blackout,64.0,7418531.4,2746207.0,-4672324.4,Thriller,Russian,0,Other,1
Crank,66.0,12000000.0,43924923.0,31924923.0,Action,English,1,AU,1
They Live,73.0,4000000.0,13001044.0,9001044.0,Science Fiction,English,1,US,1
The Dead Zone,70.0,10000000.0,20766000.0,10766000.0,Thriller,English,1,US,1
Tarzan,57.0,145000000.0,448191819.0,303191819.0,Animation,English,1,AU,0
The Maltese Falcon,78.0,375000.0,1772000.0,1397000.0,Mystery,English,1,AU,1
The Virgin Suicides,71.0,6000000.0,10619770.0,4619770.0,Drama,English,1,AU,3
Don't Kill It,60.0,3500000.0,43462750.4,39962750.4,Fantasy,English,1,US,1
Aloha Scooby-Doo!,72.0,128000000.0,623038635.2,495038635.20000005,Mystery,English,1,AU,0
Battle Angel,68.0,150600000.0,343946197.6,193346197.60000002,Animation,Japanese,0,JP,0
Earwig and the Witch,62.0,16507081.4,384659.0,-16122422.4,Animation,Japanese,0,AU,0
A Prayer Before Dawn,68.0,6000004.0,958883.0,-5041121.0,Drama,English,1,AU,1
Fall in Love at First Kiss,66.0,66240000.0,320425004.6,254185004.60000002,Romance,Chinese,0,CN,3
Super Bodyguard,60.0,92200000.0,254504167.2,162304167.2,Action,Chinese,0,CN,3
Barbarella,60.0,9000000.0,0.0,-9000000.0,Science Fiction,English,1,AU,1
Hell or High Water,73.0,12000000.0,37566117.0,25566117.0,Western,English,1,AU,1
Loving Adults,63.0,94000000.0,321279166.8,227279166.8,Thriller,Other,0,Other,1
Vertical Limit,60.0,75000000.0,213500000.0,138500000.0,Adventure,English,1,US,1
The Poughkeepsie Tapes,66.0,101000000.0,503582663.4,402582663.4,Horror,English,1,AU,1
Notre-Dame on Fire,66.0,35000000.0,145241469.4,110241469.4,Drama,French,0,FR,3
Naked,57.0,118600000.0,245108932.8,126508932.80000001,Comedy,English,1,US,3
X-Men: The Mutant Watch,71.0,90100000.0,414551647.4,324451647.4,Documentary,English,1,US,3
Cardcaptor Sakura: The Sealed Card,82.0,99200000.0,672933913.6,573733913.6,Comedy,Japanese,0,JP,0
"Yes, God, Yes",64.0,80400000.0,411716817.2,331316817.2,Drama,English,1,US,3
Air Force One,65.0,85000000.0,315268353.0,230268353.0,Action,English,1,AU,1
Kill Command,55.0,118000000.0,336436641.6,218436641.60000002,Action,English,1,AU,1
In My Father's Garden,63.0,87000000.0,416389640.0,329389640.0,Drama,Other,0,Other,3
Before I Fall,70.0,5000000.0,18945682.0,13945682.0,Drama,English,1,AU,1
King David,53.0,22000000.0,5111099.0,-16888901.0,Action,English,1,US,3
World's Greatest Dad,66.0,10000000.0,295750.0,-9704250.0,Comedy,English,1,US,3
Dead Like Me: Life After Death,63.0,5000000.0,0.0,-5000000.0,Drama,English,1,AU,3
Winter's Tale,63.0,60000000.0,30800231.0,-29199769.0,Drama,English,1,AU,3
An Affair: My Friend's Mom,40.0,112800000.0,836011985.4,723211985.4,Romance,Korean,0,KR,3
The Boxtrolls,67.0,60000000.0,111898741.0,51898741.0,Animation,English,1,AU,0
Match Point,74.0,15000000.0,87950928.0,72950928.0,Drama,English,1,AU,1
Born a Champion,72.0,87600000.0,416924705.4,329324705.4,Action,English,1,US,3
Sherlock: The Abominable Bride,79.0,120800000.0,810491789.2,689691789.2,Crime,English,1,US,1
Book of Shadows: Blair Witch 2,42.0,15000000.0,47721314.0,32721314.0,Mystery,English,1,US,1
Knocked Up,63.0,27500000.0,219265952.0,191765952.0,Comedy,English,1,AU,3
Steamboy,68.0,20000000.0,10468867.0,-9531133.0,Animation,Japanese,0,AU,0
Nowhere to Run,63.0,15000000.0,52189039.0,37189039.0,Action,English,1,US,1
David and the Elves,60.0,132200000.0,383511255.0,251311255.0,Family,Other,0,Other,0
Funny Games,66.0,15000000.0,8200127.0,-6799873.0,Drama,English,1,AU,1
